#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2018-02-28-14-12-23
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1331915801.250000	CyfZ9n2yx8QaS6eUsl	192.168.202.123	68	192.168.202.1	67	c4:2c:03:30:73:33	192.168.202.123	86400.000000	2783089042
1331915847.020000	CiBbw84P5Zkfox0yR2	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2482070560
1331915922.200000	CvUyd51pEbEctPLqrk	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1774904856
1331915999.160000	CAQnQD3S5ZyDkDVmQb	192.168.202.91	68	192.168.202.1	67	00:0c:29:98:25:c1	192.168.202.91	0.000000	338812842
1331916019.530000	Cs9NGZ1m4GkHfV8ddi	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2356210079
1331916093.240000	CXt2mX3oi1Om5ckNx2	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3680833910
1331916168.330000	CX9ZsBT0dMQIsglob	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	4163345329
1331916243.210000	CD0dVo2MaWMOOkwX46	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3447718136
1331916318.380000	Clq3c2X9FJrb4o9Ph	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	47779841
1331916393.360000	CZm4jZ1dHk66OFyv16	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	827033293
1331916468.540000	CNHZ8w2W7aqCL2Dplc	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1344299916
1331916580.540000	CAnz4A1KpiNulGtQk4	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3317764676
1331916653.120000	CaU53Ubi2CVRWVG3b	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2296768159
1331916728.460000	C7Zf6N2n5Zvy96eEU9	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2596084490
1331916736.660000	CfjSsdWrgB0lauP95	192.168.202.123	68	192.168.202.1	67	c4:2c:03:30:73:33	192.168.202.123	86400.000000	2783089044
1331916803.640000	CivXVGjSaRNZM6KMg	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3142139216
1331916870.880000	CBJL87HZZU16cUMm9	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1392299938
1331916952.970000	Ceij162UyLDdDtrTpl	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	523400208
1331917001.450000	C0FFuc12PIoQewVNa	192.168.202.94	68	192.168.202.1	67	00:0c:29:93:57:1e	192.168.202.94	86400.000000	992725351
1331917028.250000	C5UGvQ2Z9R578mrUL1	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1243374472
1331917131.000000	Cuouc84xYnoJJKWAPe	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	957412173
1331917220.570000	CAQz8LBbBK81U9ht3	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1571449137
1331917281.400000	CFDK7t23BTTMLFHPWi	192.168.202.85	68	192.168.202.1	67	00:24:54:eb:dc:f2	192.168.202.85	86400.000000	3575366660
1331917286.860000	CFDK7t23BTTMLFHPWi	192.168.202.85	68	192.168.202.1	67	00:24:54:eb:dc:f2	192.168.202.85	0.000000	200686684
1331917319.680000	COIvfA4VHERrOXIlTk	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3807318552
1331917344.350000	CGedsW13Mj5MyvC9mg	192.168.202.123	68	192.168.202.1	67	c4:2c:03:30:73:33	192.168.202.123	86400.000000	2783089045
1331917372.720000	CZZD3Q1FxvmOyBrDC3	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	1235919322
1331917419.860000	Cn2vd84IZWwykwe1a2	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3248080415
1331917450.190000	CWXbqI3fM51lJQr4Vk	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	641532166
1331917508.170000	CGIAiw2W3CLGBIZDH8	192.168.202.91	68	192.168.202.1	67	00:0c:29:98:25:c1	192.168.202.91	0.000000	200587543
1331917519.260000	CVTPU71P2097bzOEj1	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	331409882
1331917580.270000	CA83XS1xl0mKeG6ftd	255.255.255.255	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	86400.000000	2614576422
1331917585.460000	CUaQtb2ugnlI1sWwOj	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	763087542
1331917596.630000	C23L1N17LCrRdMp6ba	192.168.202.102	68	192.168.202.1	67	f0:de:f1:2e:6a:5a	192.168.202.102	0.000000	2606352259
1331917619.200000	CxmUaC1ciMrIu7j6G2	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	124466926
1331917658.410000	ChrjeH3NkhGRFTV9s5	192.168.202.102	68	192.168.202.1	67	f0:de:f1:2e:6a:5a	192.168.202.102	0.000000	1135150552
1331917663.520000	C5b5iv49pp4ncqspF4	192.168.202.101	68	192.168.202.1	67	00:0c:29:8e:38:5a	192.168.202.101	86400.000000	3210543931
1331917685.890000	C2k49TqaeetM6yy3j	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	508543559
1331917719.540000	C849nB2YWwJqmWG57j	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	158651884
1331917796.090000	CGhV4y1cm5v9kjgYj8	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	4018296394
1331917798.480000	CdELmN51RCZPEtWqb	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2890314323
1331917889.780000	CZi2Fa21gawCLMDCH3	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1753346548
1331917988.830000	CZ4efI1T1xvPc0ujFe	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2603566170
1331918088.500000	CJERyN1kmlU17nyV81	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2754822706
1331918113.560000	CRPOzq4buu308EDDR4	192.168.202.97	68	192.168.202.1	67	00:23:54:8a:21:78	192.168.202.97	0.000000	1209771468
1331918126.510000	CbdUWWG6cKw6LeYej	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	4248464300
1331918135.020000	Cozlew3kSUmQVk5ubh	192.168.202.85	68	192.168.202.1	67	00:24:54:eb:dc:f2	192.168.202.85	86400.000000	4040390326
1331918138.510000	Cozlew3kSUmQVk5ubh	192.168.202.85	68	192.168.202.1	67	00:24:54:eb:dc:f2	192.168.202.85	0.000000	853980816
1331918188.530000	C1f3IU2BrfRwnbeWdi	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3805539161
1331918189.380000	C57ipLafvdd2u1w5l	192.168.202.95	68	192.168.202.1	67	00:0c:29:6e:4b:67	192.168.202.95	86400.000000	3181728591
1331918233.960000	CDEuHu326fZn1xUbyj	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	176141269
1331918261.740000	CA0qmx2kokc1GQFYcf	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	332463841
1331918304.780000	Cvfujq1QelbZGpt9u8	192.168.202.113	68	192.168.202.1	67	b4:99:ba:f4:6a:63	192.168.202.113	0.000000	775982469
1331918310.360000	CYnAjp26AczVUzNfk2	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	112691108
1331918336.830000	C6ykEd2AljC1nVkN9h	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	448863816
1331918372.070000	CKiyYe2yf0NcA8t6M8	192.168.202.113	68	192.168.202.1	67	b4:99:ba:f4:6a:63	192.168.202.113	0.000000	2974443892
1331918376.700000	CFIN3B1wQZjOoJpyBe	192.168.202.84	68	192.168.202.1	67	c4:2c:03:37:0e:fc	192.168.202.84	86400.000000	1734828139
1331918463.530000	C4txBZ1WKj1Hjez3h9	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2128958241
1331918537.580000	CuVRmp2J9VeVtewocl	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1276223669
1331918576.750000	CqaTdU34UvzkHEa5u9	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	3174990732
1331918611.980000	CWs8GK2fKqBEMebNOe	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	28480847
1331918615.550000	CvOkVG1IX8N3FQgqLc	192.168.202.113	68	192.168.202.1	67	b4:99:ba:f4:6a:63	192.168.202.113	0.000000	2754584592
1331918639.320000	CnnVbD2ufZCv7DVabl	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	4180058809
1331918652.640000	CsZv9m4pyTelUA90ck	192.168.202.85	68	192.168.202.1	67	00:24:54:eb:dc:f2	192.168.202.85	0.000000	3869676205
1331918687.260000	CkpdD434VV9OSYYYi1	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2872529423
1331918710.590000	CeSFN13c4zwEscuj5k	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	2500625579
1331918762.080000	CZOvDk37FGxbYPLwFk	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	3859425221
1331918787.920000	C7V8Sz4rFhHdMqniwa	192.168.202.65	68	192.168.202.1	67	00:90:96:b8:7f:3d	192.168.202.65	0.000000	2437375501
1331918836.890000	C34gsY1qD6OEnyXpL7	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	2671688108
1331918911.960000	CcRralWEiWSjmxDc9	192.168.202.76	68	192.168.202.1	67	00:26:9e:83:a2:30	192.168.202.76	0.000000	1967132843
#close	2018-02-28-14-15-36
